DATE,VER,UNIX_TIME,POWER_CURRENT,POWER_VOLTAGE,TMP_TEMP,IMU_TEMP,IMU_R,IMU_P,IMU_Y,IMU_FLAG,HEATER_ENABLED,SNODAR_PCB_TEMP,SENSOR_MEASUREMENT_TIME,OUTSIDE_TEMP,SNODAR_SEASONAL_SNOW_DEPTH,SNODAR_SEASONAL_SNOW_FALL,SNODAR_NEW_SNOW_FALL,LIVE_HEALTH_FLAGS
12/9/2024 2:59:57 PM,2,1733781597000,41.700,12.168,8.313,12.407,-0.013,0.049,-2.355,0,0,14,13,-1.000,0.016,0.111,0.019,0x1fff
12/9/2024 3:09:57 PM,2,1733782197000,44.600,12.168,7.938,11.832,-0.013,0.048,-2.358,0,0,14,12,-1.000,0.015,0.111,0.019,0x1fff
12/9/2024 3:19:57 PM,2,1733782797000,46.600,12.168,7.688,11.640,-0.012,0.048,-2.358,0,0,13,12,-1.000,0.014,0.111,0.019,0x1fff
12/9/2024 3:29:57 PM,2,1733783397000,46.200,12.168,7.188,11.113,-0.013,0.049,-2.355,0,0,13,12,-1.000,0.018,0.111,0.019,0x1fff
12/9/2024 3:39:57 PM,2,1733783997000,41.500,12.168,7.313,11.448,-0.012,0.049,-2.355,0,0,13,12,-1.000,0.022,0.111,0.019,0x1fff
12/9/2024 3:49:57 PM,2,1733784597000,46.600,12.168,7.313,11.353,-0.012,0.048,-2.355,0,0,13,12,-1.000,0.016,0.111,0.019,0x1fff
12/9/2024 3:59:57 PM,2,1733785197000,46.200,12.164,6.938,10.969,-0.013,0.049,-2.355,0,0,12,12,-1.000,0.014,0.111,0.019,0x1fff
12/9/2024 4:09:57 PM,2,1733785797000,42.000,12.168,6.688,10.586,-0.012,0.049,-2.354,0,0,12,12,-1.000,0.017,0.130,0.000,0x1fff
12/9/2024 4:19:57 PM,2,1733786397000,45.600,12.168,6.250,10.298,-0.012,0.048,-2.353,0,0,12,12,-1.000,0.017,0.130,0.000,0x1fff
12/9/2024 4:29:57 PM,2,1733786997000,46.100,12.172,5.813,9.867,-0.012,0.049,-2.353,0,0,11,12,-1.000,0.017,0.130,0.000,0x1fff
12/9/2024 4:39:57 PM,2,1733787597000,44.900,12.168,5.313,9.340,-0.012,0.049,-2.353,0,0,11,12,-1.000,0.016,0.130,0.000,0x1fff
12/9/2024 4:49:57 PM,2,1733788197000,45.700,12.176,4.188,7.998,-0.012,0.049,-2.353,0,0,9,12,-1.000,0.020,0.130,0.000,0x1fff
12/9/2024 4:59:57 PM,2,1733788797000,45.900,12.164,3.375,7.327,-0.012,0.048,-2.352,0,0,9,13,-1.000,0.021,0.130,0.000,0x1fff
12/9/2024 5:09:57 PM,2,1733789397000,46.100,12.164,2.750,6.608,-0.012,0.048,-2.352,0,0,8,12,-1.000,0.025,0.130,0.000,0x1fff
12/9/2024 5:19:57 PM,2,1733789997000,42.900,12.164,2.375,6.177,-0.012,0.048,-2.352,0,0,7,12,-1.000,0.024,0.130,0.000,0x1fff
12/9/2024 5:29:57 PM,2,1733790597000,43.800,12.168,2.125,5.889,-0.012,0.048,-2.352,0,0,7,12,-1.000,0.022,0.130,0.000,0x1fff
12/9/2024 5:39:57 PM,2,1733791197000,41.800,12.164,1.813,5.698,-0.012,0.049,-2.351,0,0,7,12,-1.000,0.023,0.130,0.000,0x1fff
12/9/2024 5:49:57 PM,2,1733791797000,45.900,12.168,1.688,5.506,-0.012,0.049,-2.351,0,0,7,12,-1.000,0.023,0.130,0.000,0x1fff
12/9/2024 5:59:57 PM,2,1733792397000,43.800,12.160,1.625,5.506,-0.012,0.048,-2.351,0,0,6,13,-1.000,0.021,0.130,0.000,0x1fff
12/9/2024 6:09:57 PM,2,1733792997000,40.200,12.172,1.500,5.314,-0.012,0.048,-2.351,0,0,6,12,-1.000,0.020,0.130,0.000,0x1fff
12/9/2024 6:19:57 PM,2,1733793597000,45.400,12.160,1.063,4.883,-0.012,0.048,-2.350,0,0,6,12,-1.000,0.021,0.130,0.000,0x1fff
12/9/2024 6:29:57 PM,2,1733794197000,43.200,12.164,0.813,4.643,-0.012,0.048,-2.350,0,0,5,12,-1.000,0.018,0.130,0.000,0x1fff
12/9/2024 6:39:57 PM,2,1733794797000,43.500,12.168,0.625,4.500,-0.012,0.048,-2.350,0,0,5,12,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 6:49:57 PM,2,1733795397000,45.400,12.168,0.188,4.116,-0.012,0.049,-2.350,0,0,5,13,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 6:59:57 PM,2,1733795997000,43.800,12.168,0.250,4.068,-0.012,0.048,-2.349,0,0,5,12,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 7:09:57 PM,2,1733796597000,45.600,12.168,0.250,4.260,-0.012,0.049,-2.349,0,0,5,12,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 7:19:57 PM,2,1733797197000,46.400,12.164,0.063,4.068,-0.012,0.048,-2.349,0,0,5,12,-1.000,0.020,0.130,0.000,0x1fff
12/9/2024 7:29:57 PM,2,1733797797000,39.600,12.164,0.063,3.829,-0.012,0.048,-2.349,0,0,5,12,-1.000,0.020,0.130,0.000,0x1fff
12/9/2024 7:39:57 PM,2,1733798397000,46.300,12.164,-0.125,3.972,-0.012,0.048,-2.348,0,0,4,12,-1.000,0.022,0.130,0.000,0x1fff
12/9/2024 7:49:57 PM,2,1733798997000,44.400,12.160,-0.625,3.301,-0.013,0.049,-2.348,0,0,4,11,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 7:59:57 PM,2,1733799597000,46.300,12.160,-0.500,3.110,-0.012,0.049,-2.348,0,0,4,11,-1.000,0.019,0.130,0.000,0x1fff
12/9/2024 8:09:57 PM,2,1733800197000,44.500,12.164,0.000,4.068,-0.012,0.048,-2.348,0,0,4,12,-1.000,0.026,0.130,0.000,0x1fff
12/9/2024 8:19:57 PM,2,1733800797000,41.000,12.164,-0.188,3.733,-0.012,0.049,-2.347,0,0,4,11,-1.000,0.029,0.130,0.015,0x1fff
12/9/2024 8:29:57 PM,2,1733801397000,45.400,12.172,-0.250,3.637,-0.012,0.048,-2.347,0,0,4,11,-1.000,0.027,0.130,0.015,0x1fff
12/9/2024 8:39:57 PM,2,1733801997000,43.500,12.164,-0.125,3.637,-0.011,0.049,-2.347,0,0,4,12,-1.000,0.020,0.130,0.015,0x1fff
12/9/2024 8:49:57 PM,2,1733802597000,46.200,12.160,-0.125,3.924,-0.012,0.049,-2.346,0,0,4,12,-1.000,0.023,0.130,0.015,0x1fff
12/9/2024 8:59:57 PM,2,1733803197000,44.900,12.164,-0.438,3.397,-0.012,0.048,-2.346,0,0,4,11,-1.000,0.021,0.130,0.015,0x1fff
12/9/2024 9:09:57 PM,2,1733803797000,39.800,12.164,-0.938,3.110,-0.012,0.048,-2.346,0,0,4,11,-1.000,0.025,0.130,0.015,0x1fff
12/9/2024 9:19:57 PM,2,1733804397000,46.100,12.164,-0.875,3.014,-0.012,0.048,-2.346,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/9/2024 9:29:57 PM,2,1733804997000,42.100,12.164,-0.625,3.445,-0.012,0.048,-2.345,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/9/2024 9:39:57 PM,2,1733805597000,46.500,12.160,-0.375,3.541,-0.012,0.048,-2.345,0,0,4,11,-1.000,0.021,0.130,0.015,0x1fff
12/9/2024 9:49:57 PM,2,1733806197000,43.100,12.164,-0.375,3.637,-0.012,0.048,-2.345,0,0,4,11,-1.000,0.025,0.130,0.015,0x1fff
12/9/2024 9:59:57 PM,2,1733806797000,41.300,12.164,-0.500,3.254,-0.011,0.048,-2.345,0,0,4,11,-1.000,0.027,0.130,0.015,0x1fff
12/9/2024 10:09:57 PM,2,1733807397000,44.100,12.164,-0.625,3.397,-0.011,0.049,-2.344,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/9/2024 10:19:57 PM,2,1733807997000,40.600,12.160,-0.500,3.397,-0.011,0.048,-2.344,0,0,4,11,-1.000,0.019,0.130,0.015,0x1fff
12/9/2024 10:29:57 PM,2,1733808597000,46.100,12.164,-0.500,3.445,-0.012,0.049,-2.344,0,0,4,13,-1.000,0.024,0.130,0.015,0x1fff
12/9/2024 10:39:57 PM,2,1733809197000,46.800,12.168,-1.125,3.014,-0.011,0.048,-2.344,0,0,4,11,-1.000,0.017,0.130,0.015,0x1fff
12/9/2024 10:49:57 PM,2,1733809797000,45.500,12.164,-1.813,2.199,-0.011,0.049,-2.343,0,0,3,11,-1.000,0.026,0.130,0.015,0x1fff
12/9/2024 10:59:57 PM,2,1733810397000,45.100,12.164,-1.938,2.151,-0.012,0.048,-2.342,0,0,3,11,-1.000,0.020,0.130,0.015,0x1fff
12/9/2024 11:09:57 PM,2,1733810997000,45.500,12.160,-1.813,2.247,-0.012,0.048,-2.342,0,0,2,11,-1.000,0.021,0.130,0.015,0x1fff
12/9/2024 11:19:57 PM,2,1733811597000,45.100,12.164,-0.625,3.829,-0.011,0.048,-2.341,0,0,3,11,-1.000,0.028,0.130,0.015,0x1fff
12/9/2024 11:29:57 PM,2,1733812197000,45.900,12.164,0.063,5.314,-0.012,0.047,-2.341,0,0,2,11,-1.000,0.029,0.130,0.015,0x1fff
12/9/2024 11:39:57 PM,2,1733812797000,45.900,12.160,-1.313,3.062,-0.012,0.048,-2.341,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/9/2024 11:49:57 PM,2,1733813397000,42.400,12.164,-0.500,4.595,-0.012,0.048,-2.341,0,0,3,11,-1.000,0.022,0.130,0.015,0x1fff
12/9/2024 11:59:57 PM,2,1733813997000,40.400,12.164,-1.125,3.062,-0.011,0.048,-2.340,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 12:09:57 AM,2,1733814597000,42.800,12.164,-1.500,2.535,-0.012,0.049,-2.340,0,0,3,11,-1.000,0.026,0.130,0.015,0x1fff
12/10/2024 12:19:57 AM,2,1733815197000,46.400,12.168,-1.313,2.535,-0.012,0.048,-2.340,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 12:29:57 AM,2,1733815797000,41.700,12.164,-1.063,2.774,-0.012,0.048,-2.340,0,0,3,11,-1.000,0.022,0.130,0.015,0x1fff
12/10/2024 12:39:57 AM,2,1733816397000,41.900,12.164,-0.875,3.014,-0.012,0.049,-2.339,0,0,3,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 12:49:57 AM,2,1733816997000,43.400,12.164,-0.625,3.301,-0.012,0.049,-2.339,0,0,4,11,-1.000,0.022,0.130,0.015,0x1fff
12/10/2024 12:59:57 AM,2,1733817597000,40.600,12.164,-0.313,3.924,-0.012,0.048,-2.339,0,0,4,12,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 1:09:57 AM,2,1733818197000,40.800,12.160,-0.563,3.301,-0.012,0.048,-2.339,0,0,4,12,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 1:19:57 AM,2,1733818797000,45.600,12.164,-0.688,3.254,-0.012,0.048,-2.339,0,0,4,11,-1.000,0.022,0.130,0.015,0x1fff
12/10/2024 1:29:57 AM,2,1733819397000,40.400,12.168,-0.250,3.589,-0.012,0.048,-2.338,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 1:39:57 AM,2,1733819997000,45.500,12.164,0.000,3.924,-0.012,0.048,-2.338,0,0,5,13,-1.000,0.026,0.130,0.015,0x1fff
12/10/2024 1:49:57 AM,2,1733820597000,40.200,12.164,-0.063,3.972,-0.012,0.048,-2.338,0,0,4,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 1:59:57 AM,2,1733821197000,43.000,12.160,-0.125,3.637,-0.012,0.048,-2.338,0,0,4,12,-1.000,0.020,0.130,0.015,0x1fff
12/10/2024 2:09:57 AM,2,1733821797000,45.700,12.164,-0.438,3.445,-0.012,0.048,-2.338,0,0,4,12,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 2:19:57 AM,2,1733822397000,45.900,12.168,-0.688,3.254,-0.012,0.048,-2.338,0,0,4,11,-1.000,0.028,0.130,0.015,0x1ffe
12/10/2024 2:29:57 AM,2,1733822997000,44.000,12.160,-0.688,3.110,-0.012,0.048,-2.337,0,0,4,12,-1.000,0.021,0.130,0.015,0x1fff
12/10/2024 2:39:57 AM,2,1733823597000,43.200,12.164,-0.438,3.637,-0.012,0.048,-2.337,0,0,4,12,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 2:49:57 AM,2,1733824197000,46.200,12.164,-0.313,3.637,-0.012,0.048,-2.337,0,0,4,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 2:59:57 AM,2,1733824797000,40.200,12.164,-0.625,3.397,-0.012,0.048,-2.336,0,0,4,12,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 3:09:57 AM,2,1733825397000,40.000,12.164,-0.750,3.301,-0.012,0.048,-2.336,0,0,3,12,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 3:19:57 AM,2,1733825997000,43.800,12.168,-0.688,3.110,-0.012,0.048,-2.336,0,0,4,11,-1.000,0.022,0.130,0.015,0x1fff
12/10/2024 3:29:57 AM,2,1733826597000,45.600,12.168,-0.500,3.397,-0.012,0.048,-2.336,0,0,4,13,-1.000,0.021,0.130,0.015,0x1fff
12/10/2024 3:39:57 AM,2,1733827197000,45.400,12.164,-0.563,3.254,-0.012,0.047,-2.335,0,0,4,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 3:49:57 AM,2,1733827797000,44.800,12.160,-0.625,3.254,-0.012,0.048,-2.335,0,0,4,13,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 3:59:57 AM,2,1733828397000,45.200,12.164,-0.938,2.774,-0.012,0.049,-2.335,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 4:09:57 AM,2,1733828997000,45.500,12.164,-1.250,2.918,-0.011,0.049,-2.335,0,0,3,11,-1.000,0.029,0.130,0.015,0x1fff
12/10/2024 4:19:57 AM,2,1733829597000,45.300,12.160,-1.250,2.678,-0.012,0.048,-2.334,0,0,3,11,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 4:29:57 AM,2,1733830197000,44.300,12.160,-1.188,2.726,-0.013,0.048,-2.334,0,0,3,11,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 4:39:57 AM,2,1733830797000,44.800,12.164,-1.063,2.726,-0.012,0.048,-2.334,0,0,4,11,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 4:49:57 AM,2,1733831397000,43.300,12.160,-1.063,2.918,-0.012,0.048,-2.334,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 4:59:57 AM,2,1733831997000,43.200,12.164,-0.938,3.062,-0.012,0.048,-2.333,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 5:09:57 AM,2,1733832597000,46.000,12.164,-0.875,3.110,-0.011,0.048,-2.333,0,0,4,11,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 5:19:57 AM,2,1733833197000,46.000,12.164,-1.188,2.774,-0.011,0.048,-2.333,0,0,3,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 5:29:57 AM,2,1733833797000,45.400,12.156,-1.063,3.062,-0.012,0.049,-2.333,0,0,4,11,-1.000,0.021,0.130,0.015,0x1fff
12/10/2024 5:39:57 AM,2,1733834397000,45.900,12.164,-1.125,2.918,-0.012,0.048,-2.332,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 5:49:57 AM,2,1733834997000,45.600,12.160,-1.625,2.391,-0.011,0.048,-2.332,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 5:59:57 AM,2,1733835597000,36.500,12.168,-1.688,2.199,-0.012,0.049,-2.332,0,0,3,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 6:09:57 AM,2,1733836197000,45.000,12.160,-1.625,2.199,-0.012,0.048,-2.332,0,0,3,11,-1.000,0.021,0.130,0.015,0x1fff
12/10/2024 6:19:57 AM,2,1733836797000,40.600,12.160,-1.188,2.678,-0.012,0.048,-2.331,0,0,3,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 6:29:57 AM,2,1733837397000,45.600,12.164,-0.875,3.110,-0.012,0.048,-2.331,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 6:39:57 AM,2,1733837997000,46.600,12.164,-0.750,3.301,-0.012,0.047,-2.331,0,0,4,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 6:49:57 AM,2,1733838597000,40.600,12.164,-0.813,3.110,-0.012,0.048,-2.331,0,0,4,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 6:59:57 AM,2,1733839197000,44.600,12.168,-1.000,2.918,-0.011,0.047,-2.330,0,0,4,11,-1.000,0.024,0.130,0.015,0x1fff
12/10/2024 7:09:57 AM,2,1733839797000,42.600,12.164,-1.375,2.487,-0.011,0.048,-2.330,0,0,3,11,-1.000,0.026,0.130,0.015,0x1fff
12/10/2024 7:19:57 AM,2,1733840397000,45.400,12.164,-1.563,2.391,-0.012,0.048,-2.330,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 7:29:57 AM,2,1733840997000,45.200,12.164,-1.688,2.056,-0.012,0.049,-2.330,0,0,3,13,-1.000,0.026,0.130,0.015,0x1fff
12/10/2024 7:39:57 AM,2,1733841597000,43.700,12.164,-1.125,2.726,-0.012,0.049,-2.329,0,0,3,11,-1.000,0.028,0.130,0.015,0x1fff
12/10/2024 7:49:57 AM,2,1733842197000,46.200,12.160,-1.250,2.726,-0.012,0.048,-2.329,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 7:59:57 AM,2,1733842797000,43.200,12.160,-1.375,2.535,-0.012,0.048,-2.329,0,0,3,11,-1.000,0.027,0.130,0.015,0x1fff
12/10/2024 8:09:57 AM,2,1733843397000,46.900,12.164,-1.063,2.774,-0.011,0.048,-2.329,0,0,3,11,-1.000,0.025,0.130,0.015,0x1fff
12/10/2024 8:19:57 AM,2,1733843997000,43.600,12.164,-0.563,3.301,-0.012,0.049,-2.328,0,0,4,12,-1.000,0.022,0.130,0.015,0x1fff
12/10/2024 8:29:57 AM,2,1733844597000,46.600,12.164,0.000,3.781,-0.012,0.047,-2.328,0,0,4,12,-1.000,0.023,0.130,0.015,0x1fff
