DATE,ID,VER,LENGTH,UNIX_TIME,POWER_CURRENT,POWER_VOLTAGE,TMP_TEMP,IMU_TEMP,IMU_Q0,IMU_QX,IMU_QY,IMU_QZ,IMU_R,IMU_P,IMU_Y,IMU_FLAG,HEATER_ENABLED,SNODAR_SOC_TEMP,SNODAR_PCB_TEMP,SNODAR_DISTANCE_RAW,SNODAR_DISTANCE_DOFF,SNODAR_DISTANCE,SENSOR_MEASUREMENT_TIME,SNODAR_STATUS,NRF_TEMP,OUTSIDE_TEMP,SNODAR_SEASONAL_SNOW_DEPTH,SNODAR_SEASONAL_SNOW_FALL,SNODAR_NEW_SNOW_FALL,SNODAR_DOY_SWE,SNODAR_TEMP_SWE,LIVE_HEALTH_FLAGS
1/16/2024 9:50:14 AM,208,2,128,1705423814000,42.800,12.304,-5.125,-2.018,0.013,0.751,0.659,0.016,0.041,-0.007,1.441,0,0,4,4,1.160,1.106,1.140,6,0x17,-9,-1.000,0.486,1.318,0.000,0.134,-1.000,0x1fff
1/16/2024 10:00:14 AM,208,2,128,1705424414000,114.500,12.296,-4.250,-1.012,0.013,0.753,0.658,0.017,0.042,-0.008,1.436,0,0,5,5,1.169,1.115,1.148,6,0x17,-9,-1.000,0.478,1.318,0.000,0.131,-1.000,0x1fff
1/16/2024 10:10:14 AM,208,2,128,1705425014000,43.200,12.296,-4.000,-0.964,0.013,0.754,0.656,0.017,0.042,-0.008,1.432,0,0,6,5,1.166,1.112,1.145,6,0x17,-8,-1.000,0.481,1.318,0.000,0.132,-1.000,0x1fff
1/16/2024 10:20:14 AM,208,2,128,1705425614000,43.000,12.284,-5.250,-1.730,0.013,0.756,0.654,0.017,0.041,-0.009,1.426,0,0,6,4,1.163,1.109,1.143,6,0x17,-10,-1.000,0.483,1.318,0.000,0.133,-1.000,0x1fff
1/16/2024 10:30:14 AM,208,2,128,1705426214000,44.000,12.136,-5.500,-2.162,0.013,0.758,0.652,0.016,0.042,-0.008,1.420,0,0,5,4,1.160,1.106,1.140,6,0x17,-10,-1.000,0.486,1.318,0.000,0.134,-1.000,0x1fff
1/16/2024 10:40:14 AM,208,2,128,1705426814000,38.100,12.308,-4.438,-1.155,0.013,0.761,0.649,0.017,0.042,-0.008,1.412,0,0,5,5,1.161,1.107,1.140,6,0x17,-9,-1.000,0.486,1.318,0.000,0.134,-1.000,0x1fff
1/16/2024 10:50:14 AM,208,2,128,1705427414000,42.600,12.308,-3.313,-0.053,0.014,0.762,0.647,0.017,0.043,-0.007,1.407,0,0,6,6,1.166,1.112,1.144,6,0x17,-8,-1.000,0.482,1.318,0.000,0.133,-1.000,0x1fff
1/16/2024 11:00:14 AM,208,2,128,1705428014000,41.000,12.308,-0.250,2.583,0.014,0.764,0.645,0.017,0.044,-0.008,1.403,0,0,7,9,1.170,1.116,1.146,6,0x17,-5,-1.000,0.480,1.318,0.000,0.132,-1.000,0x1fff
1/16/2024 11:10:14 AM,208,2,128,1705428614000,43.600,12.308,1.500,4.643,0.014,0.766,0.643,0.017,0.045,-0.008,1.397,0,0,10,11,1.171,1.117,1.145,6,0x17,-3,-1.000,0.481,1.318,0.000,0.132,-1.000,0x1fff
1/16/2024 11:20:14 AM,208,2,128,1705429214000,41.100,14.656,0.875,4.500,0.014,0.767,0.641,0.017,0.044,-0.008,1.392,0,0,12,11,1.174,1.120,1.148,6,0x17,-4,-1.000,0.478,1.318,0.000,0.131,-1.000,0x1fff
