DATE,VER,UNIX_TIME,POWER_CURRENT,POWER_VOLTAGE,TMP_TEMP,IMU_TEMP,IMU_R,IMU_P,IMU_Y,IMU_FLAG,HEATER_ENABLED,SNODAR_PCB_TEMP,SENSOR_MEASUREMENT_TIME,OUTSIDE_TEMP,SNODAR_SEASONAL_SNOW_DEPTH,SNODAR_SEASONAL_SNOW_FALL,SNODAR_NEW_SNOW_FALL,LIVE_HEALTH_FLAGS
12/9/2024 3:05:34 PM,2,1733781934000,44.000,13.436,9.000,12.071,0.026,-0.005,1.305,0,0,18,11,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 3:15:34 PM,2,1733782534000,44.400,13.440,8.688,11.880,0.026,-0.005,1.304,0,0,17,11,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 3:25:34 PM,2,1733783134000,39.300,13.440,8.125,11.161,0.026,-0.005,1.304,0,0,16,11,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 3:35:34 PM,2,1733783734000,44.400,13.440,8.188,11.353,0.027,-0.005,1.304,0,0,16,11,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 3:45:34 PM,2,1733784334000,44.300,13.440,8.313,11.448,0.026,-0.005,1.304,0,0,16,10,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 3:55:34 PM,2,1733784934000,41.400,13.444,8.000,11.161,0.027,-0.006,1.304,0,0,16,10,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 4:05:34 PM,2,1733785534000,44.300,13.440,7.625,10.825,0.026,-0.004,1.304,0,0,16,10,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 4:15:34 PM,2,1733786134000,43.000,13.436,7.125,10.154,0.027,-0.005,1.304,0,0,15,11,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 4:25:34 PM,2,1733786734000,40.000,13.428,6.688,9.771,0.026,-0.005,1.304,0,0,15,10,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 4:35:34 PM,2,1733787334000,44.300,13.420,6.188,9.196,0.028,-0.006,1.304,0,0,14,10,-1.000,0.000,2.109,0.040,0x1fff
12/9/2024 4:45:34 PM,2,1733787934000,39.400,13.396,5.250,8.669,0.028,-0.006,1.304,0,0,13,9,-1.000,0.004,2.109,0.040,0x1fff
12/9/2024 4:55:34 PM,2,1733788534000,44.000,13.384,4.125,7.519,0.027,-0.006,1.304,0,0,13,11,-1.000,0.003,2.109,0.040,0x1fff
12/9/2024 5:05:34 PM,2,1733789134000,44.000,13.372,3.375,6.560,0.028,-0.006,1.304,0,0,11,9,-1.000,0.001,2.149,0.000,0x1fff
12/9/2024 5:15:34 PM,2,1733789734000,42.800,13.364,2.875,6.225,0.028,-0.006,1.304,0,0,11,9,-1.000,0.005,2.149,0.000,0x1fff
12/9/2024 5:25:34 PM,2,1733790334000,39.200,13.356,2.438,5.841,0.028,-0.006,1.304,0,0,11,9,-1.000,0.001,2.149,0.000,0x1fff
12/9/2024 5:35:34 PM,2,1733790934000,44.600,13.352,2.125,5.506,0.028,-0.006,1.303,0,0,10,9,-1.000,0.005,2.149,0.000,0x1fff
12/9/2024 5:45:34 PM,2,1733791534000,40.400,13.344,1.938,5.218,0.028,-0.007,1.303,0,0,10,9,-1.000,0.008,2.149,0.000,0x1fff
12/9/2024 5:55:34 PM,2,1733792134000,42.900,13.336,1.750,5.123,0.028,-0.006,1.303,0,0,10,9,-1.000,0.004,2.149,0.000,0x1fff
12/9/2024 6:05:34 PM,2,1733792734000,40.500,13.336,1.625,5.027,0.028,-0.007,1.303,0,0,10,9,-1.000,0.008,2.149,0.000,0x1fff
12/9/2024 6:15:34 PM,2,1733793334000,42.900,13.324,1.500,5.027,0.028,-0.007,1.303,0,0,10,9,-1.000,0.008,2.149,0.000,0x1fff
12/9/2024 6:25:34 PM,2,1733793934000,43.600,13.320,1.063,4.595,0.028,-0.007,1.303,0,0,10,9,-1.000,0.010,2.149,0.000,0x1fff
12/9/2024 6:35:34 PM,2,1733794534000,42.100,13.316,0.813,4.164,0.028,-0.007,1.303,0,0,9,9,-1.000,0.009,2.149,0.000,0x1fff
12/9/2024 6:45:34 PM,2,1733795134000,39.000,13.316,0.500,3.972,0.028,-0.006,1.303,0,0,9,8,-1.000,0.014,2.149,0.000,0x1fff
12/9/2024 6:55:34 PM,2,1733795734000,44.400,13.308,0.125,3.637,0.029,-0.007,1.303,0,0,8,8,-1.000,0.016,2.149,0.013,0x1fff
12/9/2024 7:05:34 PM,2,1733796334000,44.100,13.304,0.313,3.637,0.028,-0.007,1.303,0,0,9,8,-1.000,0.010,2.149,0.013,0x1fff
12/9/2024 7:15:34 PM,2,1733796934000,44.000,13.300,0.375,3.924,0.029,-0.007,1.303,0,0,9,8,-1.000,0.011,2.149,0.013,0x1fff
12/9/2024 7:25:34 PM,2,1733797534000,42.600,13.296,0.125,3.445,0.029,-0.007,1.303,0,0,8,8,-1.000,0.018,2.149,0.015,0x1fff
12/9/2024 7:35:34 PM,2,1733798134000,40.300,13.292,0.000,3.445,0.029,-0.007,1.303,0,0,8,8,-1.000,0.018,2.149,0.015,0x1fff
12/9/2024 7:45:34 PM,2,1733798734000,41.800,13.292,-0.313,3.062,0.029,-0.008,1.303,0,0,8,8,-1.000,0.017,2.149,0.015,0x1fff
