"Plot Title: site1km"
"#","Date Time, GMT-06:00","Pressure, mbar (LGR S/N: 21623136, SEN S/N: 21318865)","Voltage, V (LGR S/N: 21623136, SEN S/N: 21378796)","Current, mA (LGR S/N: 21623136, SEN S/N: 21378796)","Wind Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Gust Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Wind Direction, ø (LGR S/N: 21623136, SEN S/N: 21534756)","Temp, °C (LGR S/N: 21623136, SEN S/N: 21549906)","RH, % (LGR S/N: 21623136, SEN S/N: 21549906)"
1,11/04/23 07:02:52 PM,834.750,-0.2039,0.0000,0.00,0.67,256.9,7.435,88.376
2,11/04/23 07:12:52 PM,834.750,-0.1988,0.0000,0.00,0.33,256.9,7.518,88.069
3,11/04/23 07:22:52 PM,834.950,-0.1988,0.0000,1.00,3.01,292.0,7.349,89.381
4,11/04/23 07:32:52 PM,834.650,-0.1988,0.0000,1.34,3.34,341.2,6.995,91.551
5,11/04/23 07:42:52 PM,834.950,-0.1988,0.0000,0.67,3.34,176.9,6.786,94.186
6,11/04/23 07:52:52 PM,835.050,-0.2039,0.0000,0.00,0.67,272.4,6.810,94.766
7,11/04/23 08:02:52 PM,834.950,-0.2039,0.0000,0.33,1.67,301.8,6.775,94.977
8,11/04/23 08:12:52 PM,835.150,-0.2039,0.0000,0.33,1.00,320.1,6.813,94.992
9,11/04/23 08:22:52 PM,835.150,-0.2039,0.0000,0.67,2.34,157.2,6.595,96.210
10,11/04/23 08:32:52 PM,834.550,-0.2039,0.0000,2.00,3.34,103.9,6.357,97.797
11,11/04/23 08:42:52 PM,834.250,-0.2039,0.0000,2.00,3.01,92.7,6.285,98.099
12,11/04/23 08:52:52 PM,834.350,-0.1988,0.0000,0.33,2.00,98.3,6.239,98.402
13,11/04/23 09:02:52 PM,834.150,-0.1988,0.0000,0.00,0.67,91.3,5.992,98.770
14,11/04/23 09:12:52 PM,834.150,-0.2039,0.0000,0.00,0.00,89.9,5.746,99.405
15,11/04/23 09:22:52 PM,833.950,-0.2039,0.0000,0.33,1.34,75.8,5.874,99.831
16,11/04/23 09:32:52 PM,833.950,-0.1988,0.0000,0.00,0.33,60.4,5.923,99.786
17,11/04/23 09:42:52 PM,833.650,-0.2039,0.0000,1.34,3.34,59.0,5.982,99.904
18,11/04/23 09:52:52 PM,833.750,-0.2039,0.0000,1.34,2.34,44.9,5.976,99.968
19,11/04/23 10:02:52 PM,833.550,-0.2039,0.0000,1.67,2.34,67.4,5.933,99.997
20,11/04/23 10:12:52 PM,833.550,-0.2039,0.0000,0.67,2.34,96.9,5.944,99.997
21,11/04/23 10:22:52 PM,833.550,-0.2039,0.0000,0.00,1.67,37.9,5.974,99.997
22,11/04/23 10:32:52 PM,833.750,-0.2039,0.0000,0.33,2.34,68.8,6.175,99.995
23,11/04/23 10:42:52 PM,833.850,-0.2039,0.0000,0.33,2.34,19.7,6.335,99.590
24,11/04/23 10:52:52 PM,833.950,-0.2039,0.0000,0.33,3.34,49.1,6.370,99.350
25,11/04/23 11:02:52 PM,833.650,-0.2039,0.0000,1.34,4.68,60.4,6.360,99.384
26,11/04/23 11:12:52 PM,833.550,-0.2039,0.0000,2.00,3.67,22.5,6.386,99.306
27,11/04/23 11:22:52 PM,833.550,-0.1988,0.0000,0.67,3.01,54.8,6.620,98.225
28,11/04/23 11:32:52 PM,833.550,-0.2039,0.0000,0.33,2.00,151.6,7.531,92.428
29,11/04/23 11:42:52 PM,833.450,-0.2039,0.0000,1.00,4.34,136.2,7.644,92.451
30,11/04/23 11:52:52 PM,833.150,-0.1988,0.0000,2.00,4.34,168.5,8.593,88.266
31,11/05/23 12:02:52 AM,833.050,-0.2039,0.0000,2.00,4.68,165.7,8.781,87.707
32,11/05/23 12:12:52 AM,832.950,-0.2039,0.0000,0.33,2.00,146.0,8.298,90.552
33,11/05/23 12:22:52 AM,833.050,-0.2039,0.0000,0.33,1.67,67.4,7.799,92.706
34,11/05/23 12:32:52 AM,832.650,-0.2039,0.0000,1.00,2.34,54.8,7.676,92.833
35,11/05/23 12:42:52 AM,832.550,-0.2039,0.0000,0.67,1.67,64.6,7.086,95.152
36,11/05/23 12:52:52 AM,832.450,-0.2039,0.0000,0.67,1.67,56.2,7.126,95.550
37,11/05/23 01:02:52 AM,832.450,-0.2039,0.0000,1.67,3.01,32.3,6.877,96.620
38,11/05/23 01:12:52 AM,832.250,-0.2039,0.0000,0.67,1.67,21.1,6.901,96.643
39,11/05/23 01:22:52 AM,832.250,-0.2039,0.0000,0.67,2.00,22.5,6.743,97.073
40,11/05/23 01:32:52 AM,832.250,-0.2039,0.0000,0.00,0.67,9.8,6.614,97.678
41,11/05/23 01:42:52 AM,832.350,-0.2039,0.0000,0.00,0.00,8.4,6.582,97.765
42,11/05/23 01:52:52 AM,832.450,-0.2039,0.0000,0.00,0.00,141.8,6.378,98.013
43,11/05/23 02:02:52 AM,832.550,-0.2039,0.0000,0.00,0.00,164.3,6.464,98.151
44,11/05/23 02:12:52 AM,832.850,-0.2039,0.0000,0.67,2.00,224.6,6.362,98.364
45,11/05/23 02:22:52 AM,832.950,-0.1988,0.0000,0.33,1.34,301.8,6.531,99.133
46,11/05/23 02:32:52 AM,832.950,-0.2039,0.0000,0.67,4.01,217.6,6.705,98.602
47,11/05/23 02:42:52 AM,832.150,-0.2039,0.0000,1.34,2.67,329.9,6.979,96.207
48,11/05/23 02:52:52 AM,832.050,-0.2039,0.0000,0.00,1.34,331.3,6.751,96.808
49,11/05/23 03:02:52 AM,832.050,-0.2039,0.0000,0.00,0.33,278.0,6.665,94.929
50,11/05/23 03:12:52 AM,832.150,-0.2039,0.0000,0.00,0.00,285.0,6.469,96.011
51,11/05/23 03:22:52 AM,832.150,-0.2039,0.0000,0.00,0.00,300.4,6.368,96.297
52,11/05/23 03:32:52 AM,832.050,-0.2039,0.0000,0.00,0.00,300.4,5.689,96.757
53,11/05/23 03:42:52 AM,832.150,-0.1988,0.0000,0.00,0.00,301.8,5.271,98.906
54,11/05/23 03:52:52 AM,832.050,-0.2039,0.0000,0.00,0.33,263.9,5.113,99.094
55,11/05/23 04:02:52 AM,832.350,-0.2039,0.0000,0.00,0.00,263.9,5.204,99.483
56,11/05/23 04:12:52 AM,832.050,-0.2039,0.0000,0.00,0.00,263.9,5.247,99.774
57,11/05/23 04:22:52 AM,832.050,-0.2039,0.0000,0.00,0.67,314.5,5.590,99.905
58,11/05/23 04:32:52 AM,832.250,-0.2039,0.0000,0.33,1.00,329.9,5.764,99.719
59,11/05/23 04:42:52 AM,832.050,-0.2039,0.0000,0.00,0.00,339.7,5.831,98.892
60,11/05/23 04:52:52 AM,831.750,-0.2039,0.0000,0.00,0.00,334.1,5.861,98.857
61,11/05/23 05:02:52 AM,831.650,-0.2039,0.0000,0.00,1.00,139.0,5.488,98.674
62,11/05/23 05:12:52 AM,831.850,-0.1988,0.0000,0.00,0.00,175.5,5.370,99.411
63,11/05/23 05:22:52 AM,832.050,-0.2039,0.0000,0.33,4.01,241.5,6.113,98.398
64,11/05/23 05:32:52 AM,832.050,-0.2039,0.0000,1.34,3.01,227.4,7.008,92.453
65,11/05/23 05:42:52 AM,832.050,-0.2039,0.0000,2.34,5.01,217.6,7.175,89.305
66,11/05/23 05:52:52 AM,832.050,-0.2039,0.0000,2.67,4.68,209.2,7.285,87.816
67,11/05/23 06:02:52 AM,832.150,-0.2039,0.0000,3.01,5.34,219.0,6.864,90.654
68,11/05/23 06:12:52 AM,831.950,-0.1988,0.0000,3.01,6.01,245.7,6.984,88.634
69,11/05/23 06:22:52 AM,832.050,-0.1988,0.0000,2.00,3.34,244.3,6.799,88.989
70,11/05/23 06:32:52 AM,831.950,-0.2039,0.0000,2.67,5.34,245.7,6.885,88.049
71,11/05/23 06:42:52 AM,831.950,-0.2039,0.0000,2.00,4.01,254.1,6.384,90.016
72,11/05/23 06:52:52 AM,832.050,-0.2039,0.0000,1.67,4.01,252.7,6.172,90.547
73,11/05/23 07:02:52 AM,832.150,-0.2039,0.0000,0.67,2.34,265.3,5.721,91.827
74,11/05/23 07:12:52 AM,832.150,-0.2039,0.0000,1.34,3.01,256.9,5.724,92.097
75,11/05/23 07:22:52 AM,832.150,-0.2039,0.0000,1.34,3.01,255.5,5.794,92.424
76,11/05/23 07:32:52 AM,832.050,-0.2039,0.0000,1.34,3.34,259.7,5.896,92.233
77,11/05/23 07:42:52 AM,832.050,-0.2039,0.0000,2.00,3.67,259.7,5.826,92.216
78,11/05/23 07:52:52 AM,832.150,-0.2039,0.0000,1.67,3.67,262.5,5.789,92.027
79,11/05/23 08:02:52 AM,832.050,-0.2039,0.0000,2.00,3.01,262.5,5.885,91.258
80,11/05/23 08:12:52 AM,832.150,-0.2039,0.0000,1.34,3.01,266.7,5.786,91.537
81,11/05/23 08:22:52 AM,832.150,-0.2039,0.0000,0.33,3.67,263.9,5.689,91.604
82,11/05/23 08:32:52 AM,832.050,-0.2039,0.0000,0.33,2.34,268.1,5.681,91.725
83,11/05/23 08:42:52 AM,832.250,-0.2039,0.0000,0.67,2.67,300.4,5.888,90.864
84,11/05/23 08:52:52 AM,832.250,-0.2039,0.0000,0.33,2.67,307.5,5.708,91.768
85,11/05/23 09:02:52 AM,832.350,-0.2039,0.0000,0.00,1.67,300.4,5.713,91.775
86,11/05/23 09:12:52 AM,832.450,-0.2039,0.0000,0.00,0.67,286.4,5.577,92.857
87,11/05/23 09:22:52 AM,832.550,-0.2039,0.0000,0.00,1.67,282.2,5.606,93.210
88,11/05/23 09:32:52 AM,832.650,-0.2039,0.0000,0.33,2.00,273.8,5.730,93.161
89,11/05/23 09:42:52 AM,832.850,-0.2039,0.0000,1.34,2.67,249.9,6.142,92.140
90,11/05/23 09:52:52 AM,832.850,-0.2039,0.0000,2.00,3.67,244.3,6.614,90.573
91,11/05/23 10:02:52 AM,832.850,-0.2039,0.0000,1.67,3.01,244.3,7.110,89.543
92,11/05/23 10:12:52 AM,832.850,-0.2039,0.0000,2.34,4.01,245.7,7.563,87.350
93,11/05/23 10:22:52 AM,832.750,-0.2039,0.0000,1.34,3.34,245.7,7.569,88.376
94,11/05/23 10:32:52 AM,832.750,-0.1988,0.0000,1.67,3.34,245.7,8.024,86.375
95,11/05/23 10:42:52 AM,832.450,-0.2039,0.0000,2.00,4.01,249.9,8.759,85.203
96,11/05/23 10:52:52 AM,832.550,-0.2039,0.0000,3.34,5.01,259.7,8.703,83.508
97,11/05/23 11:02:52 AM,832.650,-0.1988,0.0000,2.67,4.34,262.5,8.502,84.414
98,11/05/23 11:12:52 AM,832.750,-0.1988,0.0000,2.34,4.01,275.2,8.437,83.774
99,11/05/23 11:22:52 AM,832.650,-0.1988,0.0000,2.00,3.34,294.8,8.512,83.597
100,11/05/23 11:32:52 AM,832.650,-0.2039,0.0000,2.00,3.67,282.2,8.432,84.109
101,11/05/23 11:42:52 AM,832.350,-0.2039,0.0000,2.67,4.01,280.8,8.987,82.197
102,11/05/23 11:52:52 AM,832.450,-0.1988,0.0000,2.67,4.01,275.2,9.518,78.769
103,11/05/23 12:02:52 PM,832.550,-0.2039,0.0000,2.67,4.68,276.6,9.429,76.220
104,11/05/23 12:12:52 PM,832.450,-0.1988,0.0000,2.67,4.01,262.5,9.727,74.308
105,11/05/23 12:22:52 PM,832.550,-0.1988,0.0000,2.67,4.01,272.4,9.652,72.151
106,11/05/23 12:32:52 PM,832.450,-0.2039,0.0000,2.34,4.01,273.8,9.850,72.575
107,11/05/23 12:42:52 PM,832.550,-0.1988,0.0000,2.67,4.01,252.7,9.722,73.420
108,11/05/23 12:52:52 PM,832.350,-0.1988,0.0000,2.34,4.34,265.3,10.035,71.225
109,11/05/23 01:02:52 PM,832.050,-0.2039,0.0000,2.34,5.34,249.9,10.405,70.491
110,11/05/23 01:12:52 PM,831.850,-0.1988,0.0000,3.01,5.34,266.7,10.705,68.051
111,11/05/23 01:22:52 PM,831.550,-0.1988,0.0000,3.34,6.01,261.1,11.065,66.398
112,11/05/23 01:32:52 PM,831.350,-0.1988,0.0000,3.01,6.01,231.6,11.089,65.458
113,11/05/23 01:42:52 PM,830.950,-0.1988,0.0000,2.34,5.34,227.4,11.461,63.110
114,11/05/23 01:52:52 PM,830.750,-0.1988,0.0000,1.67,4.34,233.1,11.537,63.284
115,11/05/23 02:02:52 PM,830.550,-0.1988,0.0000,2.34,5.01,217.6,11.907,60.275
116,11/05/23 02:12:52 PM,831.050,-0.1988,0.0000,2.67,4.68,240.1,10.746,64.443
117,11/05/23 02:22:52 PM,830.350,-0.1988,0.0000,2.34,4.68,261.1,11.636,63.709
118,11/05/23 02:32:52 PM,830.350,-0.1988,0.0000,2.67,4.68,238.7,11.794,61.947
119,11/05/23 02:42:52 PM,831.250,-0.1988,0.0000,4.01,7.01,231.6,10.711,62.458
120,11/05/23 02:52:52 PM,831.250,-0.1988,0.0000,4.01,6.01,238.7,10.207,62.527
121,11/05/23 03:02:52 PM,830.950,-0.1988,0.0000,3.34,5.68,233.1,10.614,61.288
122,11/05/23 03:12:52 PM,830.550,-0.1988,0.0000,4.01,7.01,245.7,11.193,59.779
123,11/05/23 03:22:52 PM,830.150,-0.1988,0.0000,3.34,6.01,249.9,11.587,58.651
124,11/05/23 03:32:52 PM,830.050,-0.1988,0.0000,3.67,6.01,244.3,11.563,57.714
125,11/05/23 03:42:52 PM,829.950,-0.1988,0.0000,2.67,4.01,256.9,11.494,59.249
126,11/05/23 03:52:52 PM,830.150,-0.1988,0.0000,3.34,5.01,249.9,11.483,58.595
127,11/05/23 04:02:52 PM,830.650,-0.1988,0.0000,3.34,5.01,231.6,10.890,58.007
128,11/05/23 04:12:52 PM,830.750,-0.1988,0.0000,2.67,4.68,224.6,10.845,58.247
129,11/05/23 04:22:52 PM,830.650,-0.1988,0.0000,2.67,4.34,227.4,10.781,56.004
130,11/05/23 04:32:52 PM,830.750,-0.1988,0.0000,1.67,3.01,247.1,10.700,56.545
131,11/05/23 04:42:52 PM,830.750,-0.1988,0.0000,2.00,4.01,206.4,10.529,56.229
132,11/05/23 04:52:52 PM,830.750,-0.1988,0.0000,1.67,3.34,183.9,10.271,57.717
133,11/05/23 05:02:52 PM,830.750,-0.1988,0.0000,2.34,3.67,188.1,10.134,58.790
134,11/05/23 05:12:52 PM,830.950,-0.1988,0.0000,2.34,3.67,198.0,9.917,59.431
135,11/05/23 05:22:52 PM,830.950,-0.1988,0.0000,1.34,2.00,193.7,9.577,61.666
136,11/05/23 05:32:52 PM,830.850,-0.1988,0.0000,1.00,2.00,195.1,9.306,62.966
137,11/05/23 05:42:52 PM,830.850,-0.1988,0.0000,0.33,1.34,192.3,8.971,64.933
138,11/05/23 05:52:52 PM,830.750,-0.1988,0.0000,0.00,0.00,192.3,8.853,65.269
139,11/05/23 06:02:52 PM,830.650,-0.1988,0.0000,0.00,0.00,192.3,8.566,67.301
140,11/05/23 06:12:52 PM,830.550,-0.1988,0.0000,0.00,0.00,192.3,7.424,72.969
141,11/05/23 06:22:52 PM,830.550,-0.1988,0.0000,0.00,0.00,192.3,6.738,75.897
142,11/05/23 06:32:52 PM,830.450,-0.1988,0.0000,0.00,0.00,192.3,6.175,78.907
143,11/05/23 06:42:52 PM,830.450,-0.1988,0.0000,0.00,0.00,192.3,5.671,81.242
144,11/05/23 06:52:52 PM,830.450,-0.1988,0.0000,0.00,0.00,192.3,5.545,81.961
145,11/05/23 07:02:52 PM,830.350,-0.1988,0.0000,0.00,0.00,192.3,5.582,81.576
146,11/05/23 07:12:52 PM,830.450,-0.2039,0.0000,0.00,0.00,192.3,5.362,82.957
147,11/05/23 07:22:52 PM,830.450,-0.2039,0.0000,0.00,0.00,192.3,5.574,81.936
148,11/05/23 07:32:52 PM,830.450,-0.1988,0.0000,0.00,0.00,192.3,5.427,82.271
149,11/05/23 07:42:52 PM,830.550,-0.2039,0.0000,0.00,0.00,192.3,5.365,82.618
150,11/05/23 07:52:52 PM,830.450,-0.1988,0.0000,0.00,0.33,198.0,5.282,82.991
151,11/05/23 08:02:52 PM,830.450,-0.1988,0.0000,0.00,0.00,221.8,5.239,83.323
152,11/05/23 08:12:52 PM,830.450,-0.2039,0.0000,0.33,1.00,320.1,4.853,85.515
153,11/05/23 08:22:52 PM,830.450,-0.2039,0.0000,0.67,1.00,345.4,5.046,85.292
154,11/05/23 08:32:52 PM,830.350,-0.1988,0.0000,1.00,1.67,14.0,5.327,84.472
155,11/05/23 08:42:52 PM,830.350,-0.2039,0.0000,1.00,1.34,5.6,5.413,84.350
156,11/05/23 08:52:52 PM,830.350,-0.2039,0.0000,0.67,1.34,143.2,5.515,84.152
157,11/05/23 09:02:52 PM,830.250,-0.2039,0.0000,0.00,0.33,15.4,5.499,84.575
158,11/05/23 09:12:52 PM,830.150,-0.2039,0.0000,0.33,1.00,15.4,5.429,84.979
159,11/05/23 09:22:52 PM,830.050,-0.2039,0.0000,0.33,0.67,21.1,5.432,84.944
160,11/05/23 09:32:52 PM,829.950,-0.2039,0.0000,0.00,0.00,21.1,5.279,85.908
161,11/05/23 09:42:52 PM,829.950,-0.2039,0.0000,0.00,0.00,21.1,4.845,87.964
162,11/05/23 09:52:52 PM,829.950,-0.2039,0.0000,0.00,0.00,21.1,4.716,88.750
163,11/05/23 10:02:52 PM,829.850,-0.1988,0.0000,0.00,0.00,21.1,4.673,88.826
164,11/05/23 10:12:52 PM,829.850,-0.2039,0.0000,0.00,0.00,21.1,4.443,89.947
165,11/05/23 10:22:52 PM,829.750,-0.2039,0.0000,0.00,0.33,21.1,4.357,89.181
166,11/05/23 10:32:52 PM,829.650,-0.2039,0.0000,1.34,2.34,28.1,4.545,88.238
167,11/05/23 10:42:52 PM,829.750,-0.1988,0.0000,1.67,2.34,44.9,5.507,84.170
168,11/05/23 10:52:52 PM,829.750,-0.1988,0.0000,1.34,1.67,61.8,5.191,85.801
169,11/05/23 11:02:52 PM,829.750,-0.2039,0.0000,1.34,2.00,60.4,4.845,87.599
170,11/05/23 11:12:52 PM,829.650,-0.1988,0.0000,1.34,1.67,49.1,4.931,87.161
171,11/05/23 11:22:52 PM,829.650,-0.2039,0.0000,1.00,1.67,39.3,4.614,88.492
172,11/05/23 11:32:52 PM,829.750,-0.2039,0.0000,1.00,1.67,40.7,4.842,87.640
173,11/05/23 11:42:52 PM,829.750,-0.2039,0.0000,1.34,1.67,51.9,4.976,87.286
174,11/05/23 11:52:52 PM,829.750,-0.2039,0.0000,1.34,1.67,43.5,4.866,87.687
175,11/06/23 12:02:52 AM,829.550,-0.2039,0.0000,1.67,2.34,43.5,4.716,88.649
176,11/06/23 12:12:52 AM,829.450,-0.2039,0.0000,2.00,2.34,26.7,4.695,88.667
177,11/06/23 12:22:52 AM,829.550,-0.2039,0.0000,1.34,2.00,35.1,4.931,87.527
178,11/06/23 12:32:52 AM,829.450,-0.2039,0.0000,1.34,2.34,36.5,5.091,87.167
179,11/06/23 12:42:52 AM,829.450,-0.2039,0.0000,1.00,1.67,51.9,5.022,87.918
180,11/06/23 12:52:52 AM,829.250,-0.2039,0.0000,1.34,2.00,57.6,4.802,89.110
181,11/06/23 01:02:52 AM,828.950,-0.2039,0.0000,1.34,2.00,37.9,4.577,90.205
182,11/06/23 01:12:52 AM,829.050,-0.2039,0.0000,0.67,1.34,110.9,4.354,91.524
183,11/06/23 01:22:52 AM,828.850,-0.2039,0.0000,1.00,1.34,81.4,4.169,92.634
184,11/06/23 01:32:52 AM,828.850,-0.2039,0.0000,0.67,1.34,81.4,4.293,91.667
185,11/06/23 01:42:52 AM,828.950,-0.2039,0.0000,0.67,1.34,96.9,4.062,92.581
186,11/06/23 01:52:52 AM,828.950,-0.2039,0.0000,0.00,0.67,96.9,3.805,93.829
187,11/06/23 02:02:52 AM,828.850,-0.2039,0.0000,0.67,1.34,81.4,3.880,93.602
188,11/06/23 02:12:52 AM,828.850,-0.2039,0.0000,0.67,1.34,60.4,3.904,92.865
189,11/06/23 02:22:52 AM,828.850,-0.2039,0.0000,0.33,1.00,43.5,3.542,93.620
190,11/06/23 02:32:52 AM,828.750,-0.2039,0.0000,1.00,1.67,51.9,3.590,94.008
191,11/06/23 02:42:52 AM,828.550,-0.2039,0.0000,1.00,1.67,59.0,3.869,92.874
192,11/06/23 02:52:52 AM,828.350,-0.1988,0.0000,0.67,1.34,60.4,3.456,93.367
193,11/06/23 03:02:52 AM,828.350,-0.2039,0.0000,0.00,0.67,60.4,2.979,95.294
194,11/06/23 03:12:52 AM,828.250,-0.2039,0.0000,0.00,0.00,60.4,3.032,95.830
195,11/06/23 03:22:52 AM,828.150,-0.2039,0.0000,0.67,1.34,25.3,2.823,95.520
196,11/06/23 03:32:52 AM,828.350,-0.2039,0.0000,0.00,0.00,16.8,2.467,95.839
197,11/06/23 03:42:52 AM,828.350,-0.2039,0.0000,0.67,1.67,28.1,2.708,96.522
198,11/06/23 03:52:52 AM,828.250,-0.2039,0.0000,1.34,1.67,39.3,2.933,95.535
199,11/06/23 04:02:52 AM,828.150,-0.2039,0.0000,1.34,2.00,21.1,3.024,95.634
200,11/06/23 04:12:52 AM,828.050,-0.2039,0.0000,1.34,2.00,2.8,3.483,95.277
201,11/06/23 04:22:52 AM,828.050,-0.2039,0.0000,0.67,1.67,47.7,3.896,93.483
202,11/06/23 04:32:52 AM,828.150,-0.2039,0.0000,0.00,0.67,47.7,3.810,93.414
203,11/06/23 04:42:52 AM,828.150,-0.2039,0.0000,0.00,0.00,47.7,3.818,92.862
204,11/06/23 04:52:52 AM,828.050,-0.2039,0.0000,0.33,1.00,43.5,3.708,93.561
205,11/06/23 05:02:52 AM,828.050,-0.2039,0.0000,1.00,2.34,7.0,4.019,93.674
206,11/06/23 05:12:52 AM,827.850,-0.2039,0.0000,2.34,5.01,94.1,5.258,89.090
207,11/06/23 05:22:52 AM,827.650,-0.2039,0.0000,1.67,2.34,42.1,4.770,91.717
208,11/06/23 05:32:52 AM,827.250,-0.2039,0.0000,1.67,3.34,46.3,4.625,92.758
209,11/06/23 05:42:52 AM,827.350,-0.2039,0.0000,0.33,1.34,235.9,4.445,93.426
210,11/06/23 05:52:52 AM,827.050,-0.2039,0.0000,1.67,3.67,25.3,4.469,93.542
211,11/06/23 06:02:52 AM,826.750,-0.2039,0.0000,2.67,4.34,33.7,4.451,93.330
212,11/06/23 06:12:52 AM,826.650,-0.2039,0.0000,2.00,3.01,32.3,4.376,93.062
213,11/06/23 06:22:52 AM,827.050,-0.2039,0.0000,1.00,2.34,115.1,4.373,93.066
214,11/06/23 06:32:52 AM,827.050,-0.2039,0.0000,1.67,3.34,120.7,4.250,94.208
215,11/06/23 06:42:52 AM,827.250,-0.2039,0.0000,1.00,3.01,129.2,4.226,93.671
216,11/06/23 06:52:52 AM,827.250,-0.2039,0.0000,0.00,0.67,101.1,3.834,96.081
217,11/06/23 07:02:52 AM,826.950,-0.2039,0.0000,1.00,2.34,110.9,3.585,97.052
218,11/06/23 07:12:52 AM,827.150,-0.1988,0.0000,1.34,2.00,151.6,3.475,97.708
219,11/06/23 07:22:52 AM,826.850,-0.1988,0.0000,0.33,1.34,99.7,3.306,97.942
220,11/06/23 07:32:52 AM,826.750,-0.2039,0.0000,1.00,1.67,71.6,3.150,98.000
221,11/06/23 07:42:52 AM,826.650,-0.2039,0.0000,0.00,1.00,56.2,3.070,98.560
222,11/06/23 07:52:52 AM,826.450,-0.2039,0.0000,0.67,1.00,46.3,2.818,98.759
223,11/06/23 08:02:52 AM,826.550,-0.2039,0.0000,0.67,1.67,54.8,3.099,98.160
224,11/06/23 08:12:52 AM,826.450,-0.2039,0.0000,1.34,2.00,73.0,3.097,96.803
225,11/06/23 08:22:52 AM,826.450,-0.2039,0.0000,1.00,2.00,74.4,2.743,97.876
226,11/06/23 08:32:52 AM,826.450,-0.2039,0.0000,0.67,1.67,75.8,2.598,97.958
227,11/06/23 08:42:52 AM,826.450,-0.2039,0.0000,0.33,1.00,74.4,2.419,98.801
228,11/06/23 08:52:52 AM,826.450,-0.2039,0.0000,1.00,1.67,85.6,2.102,98.840
229,11/06/23 09:02:52 AM,826.450,-0.2039,0.0000,0.67,1.00,99.7,1.971,99.890
230,11/06/23 09:12:52 AM,826.450,-0.2039,0.0000,1.00,1.34,101.1,2.099,99.997
231,11/06/23 09:22:52 AM,826.350,-0.2039,0.0000,0.67,1.34,91.3,2.429,99.997
232,11/06/23 09:32:52 AM,826.250,-0.2039,0.0000,1.34,2.00,89.9,2.590,99.997
233,11/06/23 09:42:52 AM,826.350,-0.2039,0.0000,0.33,1.34,92.7,3.102,99.997
234,11/06/23 09:52:52 AM,826.750,-0.2039,0.0000,1.67,4.01,143.2,3.239,99.919
235,11/06/23 10:02:52 AM,826.950,-0.2039,0.0000,3.34,5.01,139.0,3.984,95.850
236,11/06/23 10:12:52 AM,826.950,-0.2039,0.0000,3.34,5.34,124.9,4.507,95.335
237,11/06/23 10:22:52 AM,826.450,-0.2039,0.0000,4.01,5.34,103.9,5.585,92.107
238,11/06/23 10:32:52 AM,826.250,-0.2039,0.0000,4.01,5.68,102.5,5.987,93.152
239,11/06/23 10:42:52 AM,825.950,-0.2039,0.0000,4.68,6.01,94.1,6.679,91.797
240,11/06/23 10:52:52 AM,825.550,-0.1988,0.0000,4.68,6.35,84.2,6.904,91.525
241,11/06/23 11:02:52 AM,825.850,-0.2039,0.0000,3.67,6.01,74.4,6.716,90.971
242,11/06/23 11:12:52 AM,826.250,-0.2039,0.0000,3.01,4.34,96.9,6.263,91.247
243,11/06/23 11:22:52 AM,826.350,-0.2039,0.0000,2.34,4.01,108.1,5.912,94.638
244,11/06/23 11:32:52 AM,826.050,-0.2039,0.0000,2.67,4.34,98.3,6.148,94.322
245,11/06/23 11:42:52 AM,826.050,-0.2039,0.0000,3.01,4.34,91.3,6.022,94.582
246,11/06/23 11:52:52 AM,826.150,-0.2039,0.0000,3.01,4.68,87.0,5.574,96.971
247,11/06/23 12:02:52 PM,826.250,-0.2039,0.0000,2.00,4.34,95.5,5.732,97.249
248,11/06/23 12:12:52 PM,825.950,-0.2039,0.0000,1.34,2.67,92.7,6.389,94.621
249,11/06/23 12:22:52 PM,825.950,-0.2039,0.0000,1.67,2.67,81.4,6.890,92.428
250,11/06/23 12:32:52 PM,825.750,-0.1988,0.0000,2.00,3.34,102.5,7.258,92.128
251,11/06/23 12:42:52 PM,825.550,-0.2039,0.0000,3.01,5.01,73.0,7.837,92.313
252,11/06/23 12:52:52 PM,825.550,-0.1988,0.0000,3.01,4.34,71.6,7.713,93.318
253,11/06/23 01:02:52 PM,825.550,-0.1988,0.0000,0.67,3.67,279.4,8.102,91.159
254,11/06/23 01:12:52 PM,825.450,-0.2039,0.0000,0.67,1.67,11.2,8.177,90.243
255,11/06/23 01:22:52 PM,825.550,-0.1988,0.0000,2.67,9.68,285.0,7.537,91.250
256,11/06/23 01:32:52 PM,825.650,-0.2039,0.0000,5.68,9.35,249.9,5.692,92.723
257,11/06/23 01:42:52 PM,825.750,-0.2039,0.0000,4.01,5.68,241.5,5.703,93.529
258,11/06/23 01:52:52 PM,825.650,-0.2039,0.0000,6.01,9.35,221.8,5.949,90.587
259,11/06/23 02:02:52 PM,825.250,-0.2039,0.0000,5.34,8.68,244.3,6.853,89.821
260,11/06/23 02:12:52 PM,824.650,-0.1988,0.0000,6.01,9.35,248.5,7.236,88.167
261,11/06/23 02:22:52 PM,824.650,-0.1988,0.0000,5.68,8.68,255.5,7.271,91.701
262,11/06/23 02:32:52 PM,824.250,-0.1988,0.0000,5.68,8.35,268.1,6.904,92.099
263,11/06/23 02:42:52 PM,824.350,-0.2039,0.0000,6.35,9.02,262.5,7.201,89.572
