"Plot Title: 53site0km"
"#","Date Time, GMT-06:00","Pressure, mbar (LGR S/N: 21623142, SEN S/N: 21318866, LBL: Barometric pressure)","Wind Speed, m/s (LGR S/N: 21623142, SEN S/N: 21534754, LBL: ws)","Gust Speed, m/s (LGR S/N: 21623142, SEN S/N: 21534754, LBL: gst)","Wind Direction, ø (LGR S/N: 21623142, SEN S/N: 21534754, LBL: wd)","Temp, °C (LGR S/N: 21623142, SEN S/N: 21549907, LBL: t)","RH, % (LGR S/N: 21623142, SEN S/N: 21549907, LBL: rh)"
1,09/08/24 11:10:30 PM,829.750,4.68,6.01,88.4,17.958,44.501
2,09/08/24 11:20:30 PM,829.750,4.34,5.01,91.3,17.687,45.206
3,09/08/24 11:30:30 PM,829.750,4.01,4.68,101.1,16.652,47.677
4,09/08/24 11:40:30 PM,829.850,3.67,5.01,103.9,17.220,46.522
5,09/08/24 11:50:30 PM,829.950,2.67,3.34,102.5,17.311,46.210
6,09/09/24 12:00:30 AM,829.950,2.34,3.01,122.1,17.456,45.864
7,09/09/24 12:10:30 AM,829.950,2.67,3.34,144.6,17.188,46.711
8,09/09/24 12:20:30 AM,829.950,2.00,2.67,161.5,17.156,47.002
9,09/09/24 12:30:30 AM,829.850,1.67,2.34,164.3,17.850,45.568
10,09/09/24 12:40:30 AM,829.950,1.67,2.34,158.6,18.193,44.840
11,09/09/24 12:50:30 AM,829.950,1.00,1.67,155.8,18.566,43.929
12,09/09/24 01:00:30 AM,829.950,1.67,2.34,148.8,18.145,44.657
13,09/09/24 01:10:30 AM,829.950,1.00,1.67,151.6,17.818,45.519
14,09/09/24 01:20:30 AM,829.950,1.34,2.00,127.8,17.767,45.763
15,09/09/24 01:30:30 AM,830.050,1.00,1.67,123.5,16.939,47.515
16,09/09/24 01:40:30 AM,830.050,1.00,1.00,123.5,17.840,45.600
17,09/09/24 01:50:30 AM,830.150,1.34,2.34,134.8,17.933,45.206
18,09/09/24 02:00:30 AM,830.150,2.34,3.01,162.9,17.888,45.234
19,09/09/24 02:10:30 AM,830.150,2.00,3.01,165.7,18.293,44.244
